Symbol,Name,Country,Sector,Industry
ACGL,Arch Capital Group Ltd. Common Stock,Bermuda,Finance,Property-Casualty Insurers
ACGLN,Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G,Bermuda,Finance,Property-Casualty Insurers
ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F,Bermuda,Finance,Property-Casualty Insurers
ACHC,Acadia Healthcare Company Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
ACHL,Achilles Therapeutics plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACHV,Achieve Life Sciences Inc. Common Shares,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ACIU,AC Immune SA Common Stock,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
ACIW,ACI Worldwide Inc. Common Stock,United States,Technology,EDP Services
ACLS,Axcelis Technologies Inc. Common Stock,United States,Technology,Industrial Machinery/Components
ACLX,Arcellx Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ACMR,ACM Research Inc. Class A Common Stock,United States,Technology,Industrial Machinery/Components
ACNB,ACNB Corporation Common Stock,United States,Finance,Major Banks
ACNT,Ascent Industries Co. Common Stock,United States,Industrials,Steel/Iron Ore
ACON,Aclarion Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
ACONW,Aclarion Inc. Warrant,United States,Technology,Retail: Computer Software & Peripheral Equipment
ACOR,Acorda Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACQR,Independence Holdings Corp. Class A Ordinary Share,United States,Finance,Business Services
ACQRU,Independence Holdings Corp. Units,United States,Finance,Business Services
ACQRW,Independence Holdings Corp. Warrant,United States,Finance,Business Services
ACRS,Aclaris Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ACRV,Acrivon Therapeutics Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
ACRX,AcelRx Pharmaceuticals Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
ACST,Acasti Pharma Inc. Class A Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology
ACT,Enact Holdings Inc. Common Stock,United States,Finance,Specialty Insurers
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,United States,Miscellaneous,Multi-Sector Companies
ACVA,ACV Auctions Inc. Class A Common Stock,United States,Industrials,Metal Fabrications
ACXP,Acurx Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ADAG,Adagene Inc. American Depositary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
ADAL,Anthemis Digital Acquisitions I Corp Class A Ordinary Shares,United States,Finance,Business Services
ADALW,Anthemis Digital Acquisitions I Corp Warrant,United States,Finance,Business Services
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
ADBE,Adobe Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
ADD,Color Star Technology Co. Ltd. Ordinary Shares,United States,,
ADEA,Adeia Inc. Common Stock,United States,Technology,EDP Services
ADER,26 Capital Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ADERW,26 Capital Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
ADES,Advanced Emissions Solutions Inc. Common Stock,United States,Industrials,Industrial Specialties
ADI,Analog Devices Inc. Common Stock,United States,Technology,Semiconductors
ADIL,Adial Pharmaceuticals Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ADILW,Adial Pharmaceuticals Inc Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ADMA,ADMA Biologics Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ADMP,Adamis Pharmaceuticals Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ADN,Advent Technologies Holdings Inc. Class A Common Stock,United States,Utilities,Power Generation
ADNWW,Advent Technologies Holdings Inc. Warrant,United States,Utilities,Power Generation
ADOC,Edoc Acquisition Corp. Class A Ordinary Share,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADOCW,Edoc Acquisition Corp. Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADP,Automatic Data Processing Inc. Common Stock,United States,Consumer Discretionary,Business Services
ADPT,Adaptive Biotechnologies Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADSE,ADS-TEC ENERGY PLC Ordinary Shares,Ireland,Consumer Discretionary,Industrial Specialties
ADSEW,ADS-TEC ENERGY PLC Warrant,Ireland,Consumer Discretionary,Industrial Specialties
ADSK,Autodesk Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
ADTH,AdTheorent Holding Company Inc. Common Stock,United States,Consumer Discretionary,Advertising
ADTHW,AdTheorent Holding Company Inc. Warrants,United States,Consumer Discretionary,Advertising
ADTN,ADTRAN Holdings Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
ADTX,Aditxt Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
ADUS,Addus HomeCare Corporation Common Stock,United States,Health Care,Medical/Nursing Services
ADV,Advantage Solutions Inc. Class A Common Stock,United States,Consumer Discretionary,Advertising
ADVM,Adverum Biotechnologies Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ADVWW,Advantage Solutions Inc. Warrant,United States,Consumer Discretionary,Advertising
ADXN,Addex Therapeutics Ltd American Depositary Shares,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
AEAC,Authentic Equity Acquisition Corp. Class A ordinary share,United States,Finance,Business Services
AEACU,Authentic Equity Acquisition Corp. Unit,United States,Finance,Business Services
AEACW,Authentic Equity Acquisition Corp. Warrant,United States,Finance,Business Services
AEAE,AltEnergy Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
AEAEU,AltEnergy Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
AEAEW,AltEnergy Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
AEHA,Aesther Healthcare Acquisition Corp Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
AEHAW,Aesther Healthcare Acquisition Corp Warrants,United States,Industrials,Consumer Electronics/Appliances
AEHL,Antelope Enterprise Holdings Limited Common Stock (0.024 par),China,Consumer Discretionary,Building Products
AEHR,Aehr Test Systems Common Stock,United States,Industrials,Electrical Products
AEI,Alset Inc. Common Stock (TX),United States,Real Estate,Building operators
AEIS,Advanced Energy Industries Inc. Common Stock,United States,Consumer Discretionary,Electrical Products
AEMD,Aethlon Medical Inc. Common Stock,United States,Miscellaneous,Diversified Commercial Services
AEP,American Electric Power Company Inc. Common Stock,United States,Utilities,Electric Utilities: Central
AEPPZ,American Electric Power Company Inc. Corporate Units,United States,Utilities,Electric Utilities: Central
AERC,AeroClean Technologies Inc. Common Stock,United States,Utilities,Environmental Services
AEY,ADDvantage Technologies Group Inc. Common Stock,United States,Consumer Discretionary,Durable Goods
AEYE,AudioEye Inc. Common Stock,United States,Technology,EDP Services
AEZS,Aeterna Zentaris Inc. Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology
AFAR,Aura FAT Projects Acquisition Corp Class A Ordinary Shares,Singapore,Finance,Business Services
AFARU,Aura FAT Projects Acquisition Corp Unit,Singapore,Finance,Business Services
AFBI,Affinity Bancshares Inc. Common Stock (MD),United States,Finance,Major Banks
AFCG,AFC Gamma Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
AFIB,Acutus Medical Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AFMD,Affimed N.V.,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
AFRI,Forafric Global PLC Ordinary Shares,Gibraltar,Consumer Staples,Farming/Seeds/Milling
AFRIW,Forafric Global PLC Warrants,Gibraltar,Consumer Staples,Farming/Seeds/Milling
AFRM,Affirm Holdings Inc. Class A Common Stock,United States,Technology,EDP Services
AFYA,Afya Limited Class A Common Shares,Brazil,Real Estate,Other Consumer Services
AGAE,Allied Gaming & Entertainment Inc. Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
AGBA,AGBA Group Holding Limited Ordinary Share,Hong Kong,Finance,Investment Managers
AGBAW,AGBA Group Holding Limited Warrant,Hong Kong,Finance,Investment Managers
AGEN,Agenus Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGFS,AgroFresh Solutions Inc. Common Stock,United States,,
AGFY,Agrify Corporation Common Stock,United States,Consumer Discretionary,Military/Government/Technical
AGGR,Agile Growth Corp. Class A Ordinary Share,United States,Finance,Business Services
AGGRU,Agile Growth Corp. Units,United States,Finance,Business Services
AGGRW,Agile Growth Corp. Warrant.,United States,Finance,Business Services
AGIL,AgileThought Inc. Class A Common Stock,United States,Technology,EDP Services
AGILW,AgileThought Inc. Warrant,United States,Technology,EDP Services
AGIO,Agios Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AGLE,Aeglea BioTherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,Hong Kong,Technology,EDP Services
AGNC,AGNC Investment Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
AGRI,AgriFORCE  Growing Systems Ltd. Common Shares,Canada,,
AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,Canada,,
AGRX,Agile Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AGYS,Agilysys Inc. Common Stock (DE),United States,Technology,Computer Software: Prepackaged Software
AHCO,AdaptHealth Corp. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AHG,Akso Health Group ADS,China,Finance,Finance: Consumer Services
AHI,Advanced Health Intelligence Ltd. American Depositary Shares,Australia,Consumer Discretionary,Package Goods/Cosmetics
AHPI,Allied Healthcare Products Inc. Common Stock,United States,Health Care,Industrial Specialties
AHRN,Ahren Acquisition Corp. Class A Ordinary Shares,Cayman Islands,Consumer Staples,Farming/Seeds/Milling
AIB,AIB Acquisition Corporation Class A Ordinary Shares,United States,Finance,Business Services
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,China,Health Care,Medical Specialities
AIHS,Senmiao Technology Limited Common Stock,China,Finance,Finance: Consumer Services
AIMC,Altra Industrial Motion Corp. Common Stock,United States,Industrials,Industrial Machinery/Components
AIMD,Ainos Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AIMDW,Ainos Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AIP,Arteris Inc. Common Stock,United States,Technology,Semiconductors
AIRG,Airgain Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
AIRS,AirSculpt Technologies Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
AIRT,Air T Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,United States,Consumer Discretionary,Air Freight/Delivery Services
AKAM,Akamai Technologies Inc. Common Stock,United States,Consumer Discretionary,Business Services
AKAN,Akanda Corp. Common Shares,United Kingdom,Health Care, Medicinal Chemicals and Botanical Products 
AKBA,Akebia Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AKLI,Akili Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
AKRO,Akero Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AKTS,Akoustis Technologies Inc. Common Stock,United States,Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADS,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
AKU,Akumin Inc. Common Stock (DE),United States,Health Care,Medical Specialities
AKYA,Akoya BioSciences Inc. Common Stock,United States,Industrials,Medical Specialities
ALBO,Albireo Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALBT,Avalon GloboCare Corp. Common Stock,United States,Real Estate,Building operators
ALCO,Alico Inc. Common Stock,United States,,
ALDX,Aldeyra Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALEC,Alector Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALGM,Allegro MicroSystems Inc. Common Stock,United States,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,United States,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALGT,Allegiant Travel Company Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,United States,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALKS,Alkermes plc Ordinary Shares,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,United States,Technology,EDP Services
ALLK,Allakos Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,Israel,Telecommunications,Telecommunications Equipment
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALOR,ALSP Orchid Acquisition Corporation I Class A Ordinary Share,United States,Finance,Business Services
ALORU,ALSP Orchid Acquisition Corporation I Unit,United States,Finance,Business Services
ALORW,ALSP Orchid Acquisition Corporation I Warrant,United States,Finance,Business Services
ALOT,AstroNova Inc. Common Stock,United States,Technology,Computer peripheral equipment
ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ALPAW,Alpha Healthcare Acquisition Corp. III Warrant,United States,Industrials,Consumer Electronics/Appliances
ALPN,Alpine Immune Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ALPS,Alpine Summit Energy Partners Inc. Class A Subordinate Voting Shares,Canada,,
ALR,AlerisLife Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
ALRM,Alarm.com Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,United States,Finance,Commercial Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,United States,Finance,Business Services
ALSAW,Alpha Star Acquisition Corporation Warrants,United States,Finance,Business Services
ALT,Altimmune Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALTO,Alto Ingredients Inc. Common Stock,United States,Industrials,Industrial Specialties
ALTR,Altair Engineering Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
ALTU,Altitude Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ALTUU,Altitude Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
ALTUW,Altitude Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
ALVO,Alvotech Ordinary Shares,Luxembourg,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVOW,Alvotech Warrant,Luxembourg,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVR,AlloVir Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALXO,ALX Oncology Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,Canada,,
ALZN,Alzamend Neuro Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
AMAL,Amalgamated Financial Corp. Common Stock (DE),United States,Finance,Commercial Banks
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
AMAOU,American Acquisition Opportunity Inc. Units,United States,Industrials,Consumer Electronics/Appliances
AMAOW,American Acquisition Opportunity Inc. Warrant,United States,Industrials,Consumer Electronics/Appliances
AMAT,Applied Materials Inc. Common Stock,United States,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,United States,Technology,Semiconductors
AMCI,AMCI Acquisition Corp. II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
AMCIU,AMCI Acquisition Corp. II Units,United States,Industrials,Consumer Electronics/Appliances
AMCIW,AMCI Acquisition Corp. II Warrant,United States,Industrials,Consumer Electronics/Appliances
AMCX,AMC Networks Inc. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
AMD,Advanced Micro Devices Inc. Common Stock,United States,Technology,Semiconductors
AMED,Amedisys Inc Common Stock,United States,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,United States,Health Care,Managed Health Care
AMGN,Amgen Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMKR,Amkor Technology Inc. Common Stock,United States,Technology,Semiconductors
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMNB,American National Bankshares Inc. Common Stock,United States,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,United States,Industrials,Electrical Products
AMPG,Amplitech Group Inc. Common Stock,United States,Technology,Industrial Machinery/Components
AMPGW,Amplitech Group Inc. Warrants,United States,Technology,Industrial Machinery/Components
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,United States,Technology,EDP Services
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
AMRN,Amarin Corporation plc,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
AMRS,Amyris Inc. Common Stock,United States,Industrials,Industrial Specialties
AMSC,American Superconductor Corporation Common Stock,United States,Industrials,Office Equipment/Supplies/Services
AMSF,AMERISAFE Inc. Common Stock,United States,Finance,Accident &Health Insurance
AMST,Amesite Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
AMTI,Applied Molecular Transport Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
AMTX,Aemetis Inc. (DE) Common Stock,United States,Energy,Oilfield Services/Equipment
AMV,Atlis Motor Vehicles Inc. Class A Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
AMWD,American Woodmark Corporation Common Stock,United States,Consumer Discretionary,Building Products
AMYT,Amryt Pharma plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
AMZN,Amazon.com Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
ANAB,AnaptysBio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,United States,Consumer Staples,Tobacco
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANGH,Anghami Inc. Ordinary Shares,United Arab Emirates,Consumer Discretionary,Movies/Entertainment
ANGHW,Anghami Inc. Warrants,United Arab Emirates,Consumer Discretionary,Movies/Entertainment
ANGI,Angi Inc. Class A Common Stock,United States,Technology,EDP Services
ANGN,Angion Biomedica Corp. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANGO,AngioDynamics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ANIP,ANI Pharmaceuticals Inc.,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ANIX,Anixa Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANNX,Annexon Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,China,Health Care,Medical Specialities
ANSS,ANSYS Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,China,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANY,Sphere 3D Corp. Common Shares,Canada,,
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ANZUU,Anzu Special Acquisition Corp I Units,United States,Industrials,Consumer Electronics/Appliances
ANZUW,Anzu Special Acquisition Corp I Warrant,United States,Industrials,Consumer Electronics/Appliances
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
AOGOU,Arogo Capital Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,United States,,
APA,APA Corporation Common Stock,United States,Energy,Oil & Gas Production
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,United States,Finance,Business Services
APACU,StoneBridge Acquisition Corporation Unit,United States,Finance,Business Services
APCX,AppTech Payments Corp. Common Stock,United States,Technology,EDP Services
APCXW,AppTech Payments Corp. Warrant,United States,Technology,EDP Services
APDN,Applied DNA Sciences Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APEI,American Public Education Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
APEN,Apollo Endosurgery Inc. Common Stock,United States,Health Care,Industrial Specialties
APGN,Apexigen Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APGNW,Apexigen Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
API,Agora Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
APLD,Applied Digital Corporation Common Stock,United States,Finance,Investment Bankers/Brokers/Service
APLS,Apellis Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,Hong Kong,Health Care,Biotechnology: Pharmaceutical Preparations
